"","psraid","sample","state","cregion","usr","intuse","pialql1","smart3","pial1a","pial1b","pial1c","pial1d","pial1e","pial1f","pial1g","pial1h","pial1i","pial1j","pial1k","pial2","pial3a","pial3b","pial3c","pial3d","pial3e","pial3f","pial3g","pial3h","pial3i","pial4","pial5","pial6a","pial6b","pial6c","pial7a","pial7b","pial7c","pial7d","pial7e","pial7f","pial7g","pial7h","pial7i","pial7j","pial7k","pial8a","pial8b","pial8c","pial8d","pial8e","pial8f","pial8g","pial8h","pial8i","pial8j","pial8k","act87","act112","pial9a","pial9b","pial9c","pial9d","pial9e","pial9f","pial9g","pial9h","pial9i","pial9j","pial10","pial11a","pial11b","pial11c","pial11d","pial11e","pial11f","pial11g","pial11h","pial12","pial13","ql1a","qc1","hh1","employ","par","sex","age","marital","educ2","hisp","race","inc","income","reg","party","partyln","ideo","tp","weight","standwt"
"370",102300,1,36,1,"U",1,1,2,8,1,2,1,2,8,2,1,8,1,1,1,1,3,1,3,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,3,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,2,2,2,2,2,2,1,NA,NA,1,2,2,2,61,6,8,2,4,2,1,1,2,NA,4,2,1.48275862068966,0.443313154144385
"372",102313,1,6,4,"U",1,1,8,1,2,2,2,1,2,2,1,2,2,1,2,2,1,2,3,1,1,1,5,1,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,1,1,2,8,2,2,2,2,2,2,2,2,8,1,NA,NA,3,2,2,2,47,1,5,2,1,4,2,1,1,NA,8,3,3.89655172413793,1.1649857306585
"374",102332,1,27,2,"U",1,1,2,8,1,8,2,2,2,2,8,8,3,8,2,3,3,3,3,3,3,1,3,3,2,2,1,3,3,3,3,2,3,8,3,2,3,2,3,3,3,2,3,3,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,2,2,2,2,NA,NA,1,3,2,1,56,3,3,2,1,1,1,3,4,9,9,3,2,0.597957277683125
"375",102333,1,6,4,"S",1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,4,9,4,3,4,4,4,4,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,NA,NA,3,1,1,2,22,6,4,9,1,1,1,3,3,1,2,3,4.03448275862069,1.20622416360216
"376",102342,1,53,4,"U",1,1,2,1,2,2,2,3,1,2,2,2,2,2,1,2,1,2,2,1,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,NA,NA,1,3,2,2,64,3,7,2,1,1,1,1,2,NA,2,3,1,0.298978638841562
"377",102343,1,48,3,"S",1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,8,2,2,1,5,1,1,2,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,1,1,NA,NA,2,3,2,2,67,1,4,2,1,4,2,2,1,NA,2,2,1.89655172413793,0.567028452975377
"378",102344,1,25,1,"U",1,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,3,1,2,1,2,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,NA,NA,4,1,2,2,50,1,8,2,1,7,4,1,3,2,4,2,3.51724137931035,1.05158004006343
"379",102356,1,47,3,"U",1,1,2,8,8,8,2,2,1,1,2,2,2,2,2,2,3,1,1,3,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,8,2,2,2,2,2,2,1,2,NA,NA,2,3,2,2,83,1,4,2,1,5,2,1,1,NA,2,2,1.62068965517241,0.484551587088049
"380",102361,1,6,4,"U",1,1,1,2,2,1,8,1,1,2,8,8,8,8,1,3,1,2,1,3,3,1,2,1,2,2,3,2,2,2,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1,2,2,2,2,1,1,2,3,2,2,2,2,2,2,2,2,2,1,NA,NA,3,2,2,1,19,6,4,1,1,4,2,1,3,1,2,1,3.89655172413793,1.1649857306585
"381",102365,1,27,2,"S",1,1,1,2,1,1,2,2,2,2,1,2,2,8,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,8,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,8,1,NA,NA,2,3,2,2,67,1,7,2,1,6,3,1,1,NA,1,1,1.58620689655172,0.474241978852133
"382",102370,1,6,4,"U",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,NA,NA,2,1,2,2,68,1,8,2,1,9,4,1,2,NA,3,2,1.44827586206897,0.433003545908469
"383",102371,1,6,4,"S",1,1,1,1,1,1,1,3,1,2,2,2,1,1,2,3,1,2,3,1,3,1,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,NA,NA,1,3,2,2,73,3,6,2,1,8,4,1,2,NA,4,2,1,0.298978638841562
"384",102374,1,55,2,"S",1,1,1,2,1,1,2,1,2,2,2,2,2,1,2,1,2,2,3,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,NA,NA,1,1,2,1,64,3,8,2,1,7,4,3,2,NA,3,2,1,0.298978638841562
"385",102386,1,17,2,"S",1,2,NA,1,2,2,1,1,1,1,1,1,1,1,2,3,3,3,3,2,3,1,3,3,1,2,2,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,NA,4,3,2,1,20,6,4,2,1,2,1,3,3,9,3,3,8,2.3918291107325
"386",102392,1,21,3,"U",1,1,1,8,8,8,8,1,8,8,1,2,2,2,1,1,2,1,3,1,2,1,1,1,2,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,2,52,4,6,2,2,3,1,1,9,9,9,2,3,0.896935916524687
"387",102397,1,12,3,"U",1,1,1,8,8,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,1,NA,NA,2,3,2,2,64,1,3,1,1,4,2,1,3,1,2,1,6.06896551724138,1.81449104952121
"388",102401,1,53,4,"S",1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,NA,NA,2,3,2,2,55,1,3,2,1,8,4,1,1,NA,3,3,2.44827586206897,0.731982184750032
"390",102412,1,41,4,"U",1,1,1,2,1,1,2,2,1,1,1,2,1,1,1,3,3,1,3,2,3,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,NA,NA,3,2,2,2,66,6,8,2,1,8,4,1,3,2,3,2,1.17241379310345,0.350526680021142
"391",102418,1,56,4,"U",1,1,2,1,1,1,2,1,2,1,2,2,2,2,1,1,3,1,3,1,1,1,3,3,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,2,2,2,2,2,2,2,2,NA,NA,2,1,2,2,64,1,4,2,1,99,3,1,3,1,3,1,1.48275862068966,0.443313154144385
"392",102421,1,4,4,"U",1,2,NA,1,8,8,8,3,8,1,1,1,8,8,1,1,1,1,1,1,1,1,1,9,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,9,2,NA,2,3,2,2,66,1,7,2,3,4,2,1,3,2,2,3,1.96551724137931,0.587647669447209
"393",102424,1,53,4,"U",2,1,1,2,8,8,8,3,1,2,8,8,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,NA,NA,3,3,2,1,72,2,2,2,1,6,3,1,2,NA,3,3,4.10344827586207,1.226843380074
"394",102434,1,53,4,"U",1,2,NA,1,1,1,3,3,2,1,1,1,2,1,2,3,2,3,3,3,3,3,3,2,2,2,1,1,1,1,1,2,1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,NA,3,3,2,1,65,1,8,2,1,6,3,1,2,NA,5,2,3.27586206896552,0.979412782412014
"396",102443,1,48,3,"U",1,1,2,1,2,2,2,2,2,8,2,2,2,2,1,2,1,1,1,1,2,1,1,1,2,2,1,2,1,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,NA,NA,2,1,2,1,57,1,8,2,1,99,4,1,9,9,3,1,1.44827586206897,0.433003545908469
"398",102458,1,8,4,"S",1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5,1,5,5,5,5,1,5,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,2,2,2,2,2,2,8,2,NA,NA,1,3,2,2,70,3,4,2,1,2,1,1,9,1,3,1,1,0.298978638841562
"400",102469,1,6,4,"S",2,1,1,3,3,3,3,3,3,3,3,3,3,3,1,5,5,5,5,5,5,5,5,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,2,NA,NA,1,3,2,2,69,5,3,1,1,3,1,1,2,NA,3,2,3.10344827586207,0.927864741232435
"401",102474,1,37,3,"U",1,1,1,2,2,2,2,1,2,2,2,2,2,8,2,2,3,1,2,1,1,1,1,5,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,2,2,2,2,2,2,2,2,NA,NA,1,1,2,1,99,5,7,2,1,9,4,1,3,1,3,2,1.20689655172414,0.360836288257058
"402",102479,1,6,4,"S",1,1,1,1,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,1,NA,NA,2,3,1,1,56,1,6,2,2,8,4,1,2,NA,3,2,1.58620689655172,0.474241978852133
"403",102480,1,42,1,"S",1,1,2,2,1,1,1,2,2,1,2,2,2,2,1,2,1,1,3,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,NA,NA,2,3,2,1,73,1,6,2,1,7,4,1,1,NA,1,1,1.6551724137931,0.494861195323965
"404",102481,1,19,2,"S",1,2,NA,8,8,1,2,2,8,2,2,2,2,1,2,3,3,3,3,3,3,1,3,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,1,2,2,NA,2,3,2,1,61,3,3,2,1,2,1,1,2,NA,4,2,3.24137931034483,0.969103174176098
"408",102514,1,47,3,"U",1,1,1,3,1,1,8,8,8,8,1,8,3,1,2,3,3,5,3,3,3,5,5,3,2,2,2,1,1,1,2,2,8,1,2,2,1,2,2,2,2,2,2,2,1,2,2,3,2,2,2,1,2,1,8,1,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,1,2,1,NA,NA,1,3,2,2,60,3,3,2,1,1,1,2,3,1,1,1,2.13793103448276,0.639195710626788
"410",102520,1,40,3,"R",1,2,NA,1,1,2,2,2,2,2,2,2,1,1,2,2,4,2,3,2,2,2,4,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,1,1,NA,2,3,2,1,51,3,6,2,1,99,9,1,3,1,1,1,3.41379310344828,1.02065121535568
"412",102534,1,13,3,"R",1,1,2,8,1,2,2,1,3,1,2,2,3,2,2,2,4,1,4,3,1,1,3,4,2,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,1,NA,NA,3,1,2,2,47,1,5,2,1,7,4,1,1,NA,3,3,4.20689655172414,1.25777220478174
"413",102541,1,36,1,"S",2,1,1,2,1,8,8,3,8,2,2,2,2,2,2,5,3,1,3,2,3,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,2,NA,NA,3,3,2,2,69,5,5,2,4,9,4,1,2,NA,3,2,2.82758620689655,0.845387875345107
"414",102545,1,25,1,"R",1,2,NA,1,8,8,2,1,1,8,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,9,1,9,1,2,9,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,1,8,1,2,NA,2,1,9,1,27,3,1,2,1,3,1,1,1,NA,2,8,6.51724137931035,1.94851595658811
"415",102549,1,12,3,"S",1,1,1,1,2,2,8,1,2,2,1,8,1,1,2,3,3,3,3,3,3,3,3,3,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,2,1,2,1,2,2,2,2,2,2,1,2,NA,NA,3,3,1,2,28,6,3,2,1,2,1,3,9,2,8,3,4.96551724137931,1.4845835859719
"416",102559,1,36,1,"S",1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,1,NA,NA,1,1,2,2,60,5,4,2,1,3,1,1,3,2,3,2,1,0.298978638841562
"417",102566,1,37,3,"U",1,1,1,2,1,1,2,2,1,1,2,2,2,2,2,2,3,2,1,1,2,2,1,2,1,2,1,1,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,1,1,3,2,2,2,2,2,1,2,2,1,1,NA,NA,1,1,2,1,46,4,4,2,1,7,4,1,3,2,3,2,3.41379310344828,1.02065121535568
"418",102575,1,37,3,"U",2,1,1,2,2,2,2,2,2,2,8,8,2,8,2,3,3,3,3,5,3,3,5,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,2,2,2,2,2,2,1,1,NA,NA,1,3,2,2,72,3,4,2,2,2,1,3,3,2,3,3,1.10344827586207,0.32990746354931
"420",102603,1,51,3,"U",1,1,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,1,2,1,2,1,1,2,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,1,NA,NA,3,2,2,2,20,6,4,2,1,5,2,1,2,NA,4,2,7.41379310344828,2.21656577072193
"421",102606,1,17,2,"R",1,1,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,3,4,1,4,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,8,2,2,2,2,2,2,2,2,1,8,NA,NA,2,1,2,2,44,6,3,1,4,2,1,1,1,NA,3,3,7.24137931034483,2.16501772954235
"422",102608,1,28,3,"S",1,1,8,1,8,2,2,3,1,2,2,2,2,2,1,3,1,1,1,3,3,1,5,5,1,2,2,2,2,1,2,2,1,1,8,2,3,2,2,3,1,2,2,8,1,2,3,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,1,NA,NA,1,3,2,1,76,3,4,2,2,7,4,1,2,NA,3,2,1.10344827586207,0.32990746354931
"423",102624,1,37,3,"S",1,1,2,8,8,8,2,3,2,2,2,2,2,2,2,3,3,3,3,3,3,1,3,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,1,NA,NA,1,3,2,1,77,3,8,2,1,6,3,1,1,NA,2,2,1.20689655172414,0.360836288257058
"424",102629,1,6,4,"S",1,1,1,2,2,2,2,2,2,8,1,8,2,8,1,3,3,3,3,3,3,3,3,2,1,2,2,1,1,2,1,1,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,1,1,1,1,2,1,1,2,4,2,2,2,1,2,2,2,1,2,1,NA,NA,2,2,2,2,18,6,3,2,1,3,1,2,3,2,3,2,5.24137931034483,1.56706045185922
"425",102630,1,48,3,"S",1,1,1,8,8,8,8,3,2,2,2,2,8,8,1,2,3,2,3,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,1,1,NA,NA,2,3,2,1,81,1,6,2,1,8,4,1,1,NA,2,3,2.13793103448276,0.639195710626788
"426",102631,1,25,1,"S",1,1,8,2,8,2,2,2,2,1,1,2,2,8,1,1,2,1,2,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,1,2,1,1,2,2,2,NA,NA,2,1,1,2,39,2,3,2,6,3,1,3,3,1,3,3,7.27586206896552,2.17532733777826
"428",102639,1,39,2,"S",1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,3,3,3,3,3,3,3,3,3,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,NA,NA,3,1,1,1,49,1,6,2,1,7,4,1,1,NA,2,1,2.58620689655172,0.773220617693695
"429",102642,1,31,2,"S",1,1,2,8,8,8,8,2,2,2,2,2,2,2,2,3,3,2,3,5,5,2,3,5,1,2,2,2,2,2,3,3,3,3,3,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,2,2,2,1,67,1,4,2,1,6,3,1,3,9,3,3,2.06896551724138,0.618576494154956
"430",102655,1,53,4,"S",1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,2,2,2,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,NA,NA,2,1,2,1,31,1,3,2,1,5,2,1,2,NA,4,2,4.06896551724138,1.21653377183808
"431",102666,1,37,3,"R",1,1,2,2,8,1,2,8,8,8,8,8,8,8,1,1,1,8,9,9,3,9,8,9,2,2,2,2,2,2,2,8,2,2,3,3,2,2,2,2,2,3,2,2,1,2,8,3,2,8,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,2,2,2,2,2,2,2,2,2,2,NA,NA,3,1,2,2,55,1,4,2,1,2,1,1,2,NA,1,3,2,0.597957277683125
"434",102685,1,21,3,"R",1,1,1,2,2,1,2,2,2,2,2,2,2,8,2,2,1,1,3,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,1,NA,NA,2,1,1,1,31,3,3,2,1,8,4,3,1,NA,2,1,2.86206896551724,0.855697483581023
"435",102697,1,47,3,"U",1,1,1,1,2,2,2,2,2,2,1,1,2,8,2,2,1,3,3,2,3,2,3,3,1,2,2,2,2,2,2,2,1,1,3,2,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,1,8,1,2,2,1,2,1,1,2,2,2,2,2,1,2,2,1,2,1,1,NA,NA,3,3,2,1,20,6,3,2,1,8,4,2,3,2,3,3,3.24137931034483,0.969103174176098
"436",102717,1,12,3,"S",1,1,1,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,8,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,NA,NA,2,1,2,2,44,1,5,2,2,8,4,1,2,NA,3,2,6.03448275862069,1.80418144128529
"437",102718,1,47,3,"S",1,1,1,1,1,1,1,1,8,8,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,1,NA,NA,1,1,2,1,58,5,4,2,1,8,4,1,4,1,2,2,1.48275862068966,0.443313154144385
"438",102731,1,25,1,"S",1,2,NA,1,2,2,2,2,2,1,1,2,2,1,2,1,3,1,3,3,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,1,NA,4,2,2,1,23,6,3,2,2,1,1,2,3,2,8,3,5.03448275862069,1.50520280244373
"439",102749,1,20,2,"U",1,1,9,8,1,8,2,3,8,2,1,2,2,8,2,2,3,2,2,2,3,1,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,8,2,NA,NA,2,3,2,2,67,1,8,2,1,8,4,1,1,NA,2,4,1.03448275862069,0.309288247077478
"441",102765,1,8,4,"U",1,1,2,1,1,2,1,2,2,1,1,2,2,8,1,1,1,1,3,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,2,2,2,2,1,NA,NA,4,3,2,2,22,6,6,2,1,7,4,1,3,2,5,2,2.75862068965517,0.824768658873275
"442",102766,1,37,3,"R",1,1,1,1,1,1,2,1,2,2,1,2,2,1,2,3,1,1,3,3,1,3,1,3,2,2,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,8,1,NA,NA,2,1,1,1,51,1,3,2,1,4,2,1,3,1,1,1,2.96551724137931,0.886626308288771
"443",102779,1,16,4,"R",1,1,2,1,1,2,2,3,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,NA,NA,3,3,2,2,58,1,4,2,1,8,4,1,1,NA,2,2,1.86206896551724,0.556718844739461
"444",102786,1,30,4,"R",1,2,NA,8,8,8,3,2,2,8,2,2,8,2,1,1,1,1,1,1,1,1,1,1,2,8,1,2,2,8,2,2,8,8,2,2,1,1,8,1,2,2,2,2,2,2,2,3,8,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,2,2,1,1,2,NA,1,3,2,2,51,6,3,2,1,2,1,1,3,9,4,2,2.75862068965517,0.824768658873275
"445",102792,1,25,1,"S",1,1,1,1,2,2,2,1,1,1,1,8,2,1,2,3,3,3,3,3,2,2,3,3,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,3,2,2,1,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,NA,NA,3,2,2,1,18,6,3,2,1,8,4,1,3,2,3,3,3.24137931034483,0.969103174176098
"446",102797,1,42,1,"U",1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,1,1,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,2,1,NA,NA,4,3,2,1,60,1,3,2,1,6,3,1,2,NA,2,3,2.89655172413793,0.866007091816939
